# Program:featureCounts v2.0.0; Command:"featureCounts" "-a" "Saccharomyces_cerevisiae.R64-1-1.106.gtf" "-o" "result.txt" "./Aligned_Files/ERR2198545.sam" "./Aligned_Files/ERR2198546.sam" "./Aligned_Files/ERR2198547.sam" "./Aligned_Files/ERR2198548.sam" "./Aligned_Files/ERR2198593.sam" "./Aligned_Files/ERR2198594.sam" "./Aligned_Files/ERR2198595.sam" "./Aligned_Files/ERR2198596.sam" 
Geneid	Chr	Start	End	Strand	Length	./Aligned_Files/ERR2198545.sam	./Aligned_Files/ERR2198546.sam	./Aligned_Files/ERR2198547.sam	./Aligned_Files/ERR2198548.sam	./Aligned_Files/ERR2198593.sam	./Aligned_Files/ERR2198594.sam	./Aligned_Files/ERR2198595.sam	./Aligned_Files/ERR2198596.sam
snR76	XIII	297725	297833	+	109	54	40	41	30	47	57	50	48
YMR017W	XIII	307489	308682	+	1194	65	67	72	79	89	87	69	81
YML085C	XIII;XIII	97941;99376	99259;99400	-;-	1344	1068	1210	988	1035	1187	1122	1002	959
YML013W	XIII	244149	245903	+	1755	466	605	460	535	498	537	458	471
YMR224C	XIII	718575	720653	-	2079	349	350	350	302	278	299	240	256
YMR059W	XIII	391099	391485	+	387	99	110	77	85	73	75	77	66
YMR072W	XIII	411569	412120	+	552	1429	1441	1223	1248	1123	1171	1021	1043
YMR304W	XIII	874987	878679	+	3693	2819	3130	2564	2723	2126	2299	1936	1840
YML087C	XIII	94431	95369	-	939	396	422	310	403	348	353	311	325
YMR195W	XIII	654034	654417	+	384	70	61	65	63	52	63	42	62
YMR240C	XIII	749930	751240	-	1311	347	395	342	340	324	292	254	270
YMR308C	XIII	888952	892221	-	3270	1138	1127	1042	952	769	776	708	633
YML001W	XIII	267174	267800	+	627	332	356	254	304	264	231	198	161
YML114C	XIII	42043	43575	-	1533	669	713	579	603	549	540	514	495
YMR319C	XIII	912880	914538	-	1659	597	579	484	471	431	484	440	341
YML075C	XIII	115734	118898	-	3165	3065	3248	2741	2594	2256	2538	2185	2015
YMR075W	XIII	413982	416036	+	2055	492	420	360	361	250	265	233	189
YML129C	XIII	14541	14753	-	213	368	415	373	360	332	357	335	281
YML073C	XIII;XIII	123227;124158	123742;124172	-;-	531	1300	1377	1083	1158	789	863	740	704
YMR149W	XIII	560996	561856	+	861	417	369	415	347	392	436	314	344
YMR233W	XIII	739185	739865	+	681	106	177	144	117	125	123	95	99
YMR048W	XIII	366981	367934	+	954	417	423	379	390	334	396	361	321
YML030W	XIII	216435	216914	+	480	1236	1288	1189	1051	1157	1247	1058	1004
YMR118C	XIII	502144	502734	-	591	705	789	631	659	743	859	617	704
YMR260C	XIII	789378	789839	-	462	857	914	763	746	413	455	436	449
YMR135W-A	XIII	539911	540444	+	534	8	5	2	4	1	2	0	6
tM(CAU)M	XIII	572883	572955	-	73	0	0	0	0	0	0	0	0
YML056C	XIII;XIII	162194;163717	163308;164176	-;-	1575	157	149	137	142	99	92	64	71
YML064C	XIII	145139	145876	-	738	456	479	432	467	444	378	395	366
YML132W	XIII	7244	8383	+	1140	8	9	13	4	4	2	4	6
YML113W	XIII	44045	44791	+	747	581	656	499	514	412	449	372	388
YML058W-A	XIII	158760	158966	+	207	37	27	19	19	17	18	8	4
YMR136W	XIII	541199	542881	+	1683	3618	3617	3083	3222	3271	3353	2965	2822
YML091C	XIII	87123	90731	-	3609	2355	2641	2035	2031	1429	1386	1172	1283
YMR199W	XIII	662644	664284	+	1641	1008	1081	943	926	664	807	660	690
YMR286W	XIII	841942	842202	+	261	271	277	226	252	261	265	222	250
YMR025W	XIII	323300	324187	+	888	94	122	125	118	70	65	81	66
YMR112C	XIII	494100	494495	-	396	150	165	130	164	135	157	106	117
YML127W	XIII	17064	18809	+	1746	605	675	607	562	538	508	491	419
YML005W	XIII	260221	261609	+	1389	249	296	178	187	185	202	145	161
YMR160W	XIII	575066	577516	+	2451	773	725	680	701	493	567	502	482
YMR046W-A	XIII	362702	362830	+	129	0	0	0	0	0	0	1	0
YMR096W	XIII	458408	459301	+	894	1456	1631	1414	1295	1183	1217	1009	1029
YML133C	XIII;XIII	461;3891	3791;4684	-;-	4125	0	1	0	0	0	0	0	1
YMR246W	XIII	759807	761891	+	2085	5269	5731	4798	4856	4311	4589	3886	3861
YMR052C-A	XIII	380069	380434	-	366	6	6	9	8	6	4	2	6
YMR120C	XIII	507502	509280	-	1779	2726	2818	2371	2415	1792	1931	1571	1572
YMR052W	XIII	379586	380200	+	615	108	89	89	94	47	69	52	62
YML100W-A	XIII	70138	70311	+	174	2	2	4	3	4	7	2	0
YML049C	XIII	174220	178305	-	4086	1013	1029	947	896	724	756	674	653
YMR065W	XIII	399702	401216	+	1515	95	113	101	82	92	102	77	82
YMR098C	XIII	460771	462609	-	1839	629	569	511	559	495	488	411	437
YMR302C	XIII	870073	872625	-	2553	1930	2037	1795	1706	1440	1556	1413	1210
YMR075C-A	XIII	415688	416053	-	366	0	1	1	1	0	0	1	0
YML060W	XIII	151871	153001	+	1131	228	234	223	192	139	174	137	126
YMR080C	XIII	426712	429627	-	2916	783	885	668	674	595	730	532	496
YMR156C	XIII	570300	571016	-	717	264	327	253	256	254	284	273	226
YMR294W	XIII	856966	858087	+	1122	502	528	398	421	407	468	441	398
YMR167W	XIII	594886	597195	+	2310	350	337	309	309	233	248	191	233
YMR242W-A	XIII	754297	754386	+	90	9	4	1	5	1	3	2	3
YMR079W	XIII;XIII	424989;425154	424997;426059	+;+	915	761	799	693	700	513	435	398	418
YMR275C	XIII	815651	818581	-	2931	573	629	514	562	415	397	366	337
YMR100W	XIII	466300	468162	+	1863	865	888	881	781	560	617	564	544
YMR030W-A	XIII	337313	337603	+	291	3	7	3	2	1	0	5	3
YMR161W	XIII	577718	578392	+	675	555	537	430	542	482	452	384	375
YMR183C	XIII	626921	627808	-	888	1055	1106	952	827	813	942	836	768
YML021C	XIII	229734	230813	-	1080	326	334	286	289	206	232	157	186
YML074C	XIII	120089	121324	-	1236	2193	2331	1934	2168	1816	1836	1525	1541
YMR157C	XIII	571277	572044	-	768	217	194	192	191	178	143	170	152
YMR110C	XIII	490394	491992	-	1599	3187	3372	2941	3025	2573	2548	2278	2305
YMR097C	XIII	459424	460527	-	1104	457	464	359	322	274	305	220	238
YMR111C	XIII	492404	493792	-	1389	420	462	353	317	262	303	242	227
YML011C	XIII	246895	247428	-	534	158	153	125	155	111	147	113	115
YMR064W	XIII	397903	399459	+	1557	631	660	556	566	424	438	328	340
YML082W	XIII	101862	103811	+	1950	423	378	329	300	237	298	288	252
YMR300C	XIII	865559	867091	-	1533	954	1018	858	778	609	670	559	617
YMR262W	XIII	793726	794667	+	942	279	267	234	247	271	281	242	241
YMR031C	XIII	332212	334743	-	2532	3826	4188	3567	3473	3378	3558	2987	2948
YMR016C	XIII	303236	305593	-	2358	1306	1344	1177	1247	991	1129	976	930
YMR066W	XIII	401541	404237	+	2697	435	450	357	357	246	293	230	212
YMR007W	XIII	279960	280340	+	381	36	45	19	28	16	12	25	20
YMR201C	XIII;XIII	665845;667018	666933;667044	-;-	1116	671	738	638	593	543	656	556	502
YMR232W	XIII	736926	738959	+	2034	198	204	159	176	135	160	105	148
YMR200W	XIII	664752	665522	+	771	2352	2582	2142	2135	1666	1673	1474	1496
YMR297W	XIII	861922	863520	+	1599	5105	5322	4529	4477	5433	5759	4844	4857
YML026C	XIII;XIII	222987;223782	223380;223828	-;-	441	1258	1336	1147	1014	1015	963	904	806
YML023C	XIII	226994	228664	-	1671	241	295	244	209	247	198	160	162
YMR143W	XIII;XIII	551928;552496	551951;552903	+;+	432	1641	1794	1442	1441	1196	1234	1041	980
YMR073C	XIII	412268	412873	-	606	300	369	296	260	183	247	169	229
YML069W	XIII	135500	137158	+	1659	1505	1632	1340	1386	1111	1250	1109	1033
YML050W	XIII	173139	174074	+	936	176	216	133	145	116	97	108	100
YML099W-A	XIII	74229	74558	+	330	4	4	9	5	2	1	2	1
YMR211W	XIII	689083	690510	+	1428	228	250	178	237	200	182	160	146
tF(GAA)M	XIII;XIII	352280;352335	352316;352370	+;+	73	0	0	0	1	0	1	0	0
YMR283C	XIII	835326	836867	-	1542	185	193	174	166	146	156	140	136
snR74	XIII	298138	298225	+	88	5	2	4	3	3	6	4	2
RNA170	XIII	667288	667456	-	169	11	8	11	8	13	14	14	6
YML078W	XIII	111002	111550	+	549	441	401	351	383	302	342	279	291
YMR142C	XIII;XIII	550206;551204	550801;551207	-;-	600	1461	1503	1281	1253	1128	1286	1096	1067
YMR203W	XIII	668492	669655	+	1164	1107	1266	1098	1065	923	1005	887	804
YMR077C	XIII	421484	422149	-	666	341	360	337	305	240	247	200	207
YMR245W	XIII	758563	759183	+	621	173	178	151	158	138	164	149	109
YMR284W	XIII	838187	839995	+	1809	732	693	626	632	386	434	374	398
YMR089C	XIII	445609	448086	-	2478	1611	1826	1534	1352	1279	1344	1236	1179
YMR134W	XIII	537838	538551	+	714	408	382	390	394	364	342	264	274
YMR290W-A	XIII	851422	851769	+	348	2	0	0	1	0	0	0	0
YMR095C	XIII	457285	457959	-	675	224	219	214	228	132	198	178	176
snR83	XIII	626349	626654	+	306	60	68	49	47	38	57	35	40
snR73	XIII	298307	298412	+	106	1	2	2	0	1	2	0	2
tH(GUG)M	XIII	363064	363135	+	72	0	0	0	0	0	0	0	0
YMR099C	XIII	463934	464827	-	894	816	916	707	760	657	726	575	607
YMR132C	XIII	534944	535570	-	627	117	87	129	91	84	119	67	76
YML115C	XIII	40187	41794	-	1608	1436	1461	1271	1149	1199	1143	1007	947
snR11	XIII	652275	652532	+	258	104	137	115	117	64	55	43	53
YMR086W	XIII	439208	442090	+	2883	883	971	857	822	762	855	744	694
YMR044W	XIII	355384	356811	+	1428	640	691	548	631	631	599	485	599
YMR222C	XIII	715638	716309	-	672	181	234	172	148	200	198	164	171
YMR272W-A	XIII	810466	810579	+	114	0	0	0	0	0	0	0	0
YMR321C	XIII	917579	917896	-	318	34	50	26	37	27	48	36	35
YML131W	XIII	10198	11295	+	1098	3813	4132	3559	3288	2809	2887	2442	2445
YML038C	XIII	202775	204103	-	1329	503	523	409	401	419	448	335	419
YML122C	XIII	26038	26418	-	381	84	64	49	72	68	63	38	42
YMR036C	XIII	341856	343520	-	1665	481	503	461	442	398	388	376	359
YML012W	XIII	246116	246751	+	636	1247	1194	1127	1083	987	1041	956	848
YML100W	XIII	70624	73920	+	3297	3283	3338	2959	2912	3195	3280	2835	2869
YMR312W	XIII	898405	899226	+	822	423	479	363	413	364	323	337	294
YML112W	XIII	45063	45953	+	891	568	603	499	470	462	507	440	492
YML099C	XIII	74398	77040	-	2643	638	583	504	515	425	437	355	372
YML123C	XIII	24037	25800	-	1764	299	337	241	263	273	301	229	273
tV(AAC)M3	XIII	586636	586709	-	74	0	0	1	0	0	0	0	0
YMR141C	XIII	549736	550044	-	309	43	67	50	54	44	53	30	35
YMR324C	XIII	922202	922444	-	243	7	0	5	1	3	4	6	3
YMR207C	XIII	677193	683564	-	6372	638	644	518	596	459	488	389	467
YMR236W	XIII	742971	743444	+	474	294	321	267	282	272	293	230	260
YML034C-A	XIII	209428	209826	-	399	9	10	10	8	11	3	10	5
YMR204C	XIII	670063	671325	-	1263	304	274	228	229	217	179	149	159
YMR011W	XIII	288079	289704	+	1626	5228	5519	4898	4890	2959	3027	2588	2500
YML008C	XIII	251839	252990	-	1152	7224	7582	6407	6331	4082	4332	3713	3672
YMR109W	XIII	486587	490246	+	3660	1018	1062	921	872	680	793	670	587
YMR004W	XIII	274017	275552	+	1536	986	957	826	866	696	666	588	622
YMR158C-A	XIII	573194	573331	-	138	30	58	26	31	19	20	14	12
YMR216C	XIII	698811	701039	-	2229	729	741	751	698	577	605	549	456
YMR159C	XIII	574476	574928	-	453	21	16	13	11	7	12	9	8
YMR307C-A	XIII	887731	887925	-	195	0	0	0	0	0	0	0	0
YMR272C	XIII	809623	810777	-	1155	797	948	795	780	851	888	763	764
YMR106C	XIII	478301	480190	-	1890	221	244	228	204	215	230	178	175
YML092C	XIII	85987	86739	-	753	1183	1237	1026	1106	869	951	784	841
tV(AAC)M2	XIII	420588	420661	-	74	1	1	1	2	1	0	0	0
YML104C	XIII	58939	62322	-	3384	460	493	356	352	279	283	242	199
YML058W	XIII	159383	159697	+	315	900	1031	877	799	782	764	739	684
tW(CCA)M	XIII;XIII	379303;379373	379338;379408	-;-	72	0	0	0	0	0	2	0	0
YMR148W	XIII	560366	560812	+	447	649	745	650	693	660	732	640	621
YMR168C	XIII	597332	599158	-	1827	220	253	182	212	194	187	127	159
YML063W	XIII	146482	147249	+	768	3391	3441	2888	2959	2468	2751	2251	2273
YMR008C	XIII	280590	282584	-	1995	1087	1109	1031	1035	649	670	680	633
YMR294W-A	XIII	858209	858568	+	360	50	58	36	40	11	20	16	16
YMR177W	XIII	616566	618098	+	1533	301	318	293	321	212	210	219	184
YMR213W	XIII	693381	695153	+	1773	454	509	350	409	399	437	317	280
YMR192W	XIII	647118	649280	+	2163	414	396	340	344	245	225	249	209
YMR326C	XIII	923494	923802	-	309	0	0	0	0	0	0	0	0
YMR014W	XIII	298868	300427	+	1560	856	861	863	803	655	586	578	502
YMR020W	XIII	315377	316903	+	1527	440	445	385	418	335	396	279	303
snR86	XIII	762110	763113	-	1004	292	248	222	236	173	167	153	194
YMR208W	XIII	684467	685798	+	1332	924	1015	889	794	648	584	548	540
YML098W	XIII	77267	77770	+	504	575	608	545	526	509	539	457	432
YMR133W	XIII;XIII	536207;537565	537448;537609	+;+	1287	169	158	126	152	159	148	192	117
YML028W	XIII	220138	220728	+	591	2672	2776	2390	2354	2337	2412	2170	2072
YMR285C	XIII	840144	841691	-	1548	277	333	313	310	244	233	194	239
YMR040W	XIII	350381	350863	+	483	76	68	59	58	45	40	50	38
YMR094W	XIII	455825	457261	+	1437	153	148	106	128	79	79	61	56
YMR189W	XIII	637500	640604	+	3105	1159	1314	1085	1005	923	997	821	886
YML128C	XIII	15135	16676	-	1542	7402	7603	6561	6633	7095	7221	6178	6203
YML022W	XIII	228937	229500	+	564	288	290	281	277	260	235	203	178
YMR299C	XIII	864412	865350	-	939	442	512	463	392	288	259	236	271
YMR227C	XIII	722613	724385	-	1773	717	809	672	702	647	657	551	521
YMR119W	XIII	505333	507207	+	1875	583	631	560	535	405	455	391	328
YMR255W	XIII	778001	778567	+	567	1126	1110	938	979	860	879	825	820
YMR024W	XIII	321875	323047	+	1173	676	598	512	532	430	476	449	392
YML054C	XIII	165533	167308	-	1776	5237	5568	4540	4641	4703	5114	4262	4187
YMR317W	XIII	907364	910786	+	3423	411	392	337	360	432	457	311	295
YMR084W	XIII	436628	437416	+	789	115	112	103	121	93	113	99	107
YMR274C	XIII	814364	815311	-	948	52	62	70	87	59	64	42	37
YMR215W	XIII	696796	698370	+	1575	428	522	412	363	373	356	316	323
YMR277W	XIII	820256	822454	+	2199	784	783	704	600	610	689	508	596
YMR033W	XIII;XIII	337788;337904	337817;339277	+;+	1404	577	665	490	516	395	395	349	315
YML094C-A	XIII	82219	82620	-	402	0	0	0	0	1	1	0	0
YML041C	XIII	194913	195755	-	843	259	212	228	270	179	184	152	141
YMR305C	XIII	879063	880232	-	1170	1985	2234	1904	1802	1466	1603	1361	1327
YMR315W-A	XIII	904286	904393	+	108	3	12	2	14	7	10	11	10
YMR237W	XIII	743749	745923	+	2175	715	773	654	599	525	518	497	459
YML095C	XIII	81481	82113	-	633	108	122	110	110	104	105	83	122
YMR018W	XIII	310208	311752	+	1545	386	379	307	324	266	289	253	237
YMR163C	XIII	584271	586388	-	2118	195	207	158	151	143	143	103	107
YML027W	XIII	221406	222563	+	1158	557	522	437	468	569	474	483	490
ZOD1	XIII	91970	92027	+	58	0	0	0	2	0	0	0	0
tD(GUC)M	XIII	463554	463625	+	72	2	0	0	0	0	0	0	0
YMR162C	XIII	578951	583921	-	4971	877	879	790	739	619	641	546	589
YMR158W	XIII	572248	572715	+	468	234	294	204	204	171	178	137	138
YMR210W	XIII	687516	688865	+	1350	398	409	364	350	283	336	225	272
YMR316C-A	XIII	905662	905973	-	312	2	3	1	5	3	3	0	0
YMR241W	XIII	751961	752905	+	945	1200	1216	1066	1015	835	1032	713	737
YMR205C	XIII	671887	674766	-	2880	3075	3421	2772	2809	2751	2881	2417	2481
YMR235C	XIII	741512	742735	-	1224	922	952	802	862	713	731	675	675
YMR047C	XIII	363364	366705	-	3342	1610	1575	1422	1495	1277	1343	1119	1078
YMR259C	XIII	784621	788883	-	4263	339	440	352	298	223	304	179	223
YMR175W-A	XIII	611314	611508	+	195	39	35	32	32	10	24	22	9
YMR281W	XIII	832339	833253	+	915	385	372	355	324	304	304	288	281
YMR261C	XIII	790205	793369	-	3165	754	798	597	613	557	636	462	520
YMR026C	XIII	324236	325435	-	1200	560	645	472	514	452	456	363	392
YML010W	XIII	247677	250868	+	3192	1463	1635	1353	1426	1281	1293	1089	1140
YMR150C	XIII	561956	562528	-	573	238	265	222	200	267	264	224	167
YMR067C	XIII	404323	405573	-	1251	871	899	719	769	738	732	669	581
YMR179W	XIII	619858	622134	+	2277	291	341	307	273	211	207	244	192
YMR126C	XIII	520761	521789	-	1029	123	115	108	99	99	102	80	80
YML032C	XIII	212515	213930	-	1416	1245	1332	1170	1124	1094	994	918	864
YML018C	XIII	234771	235952	-	1182	404	490	452	427	315	316	283	249
YML081W	XIII	104777	108532	+	3756	638	659	604	575	424	481	426	407
YMR003W	XIII	273118	273714	+	597	158	176	143	125	162	131	76	105
YMR221C	XIII	713931	715445	-	1515	503	480	417	493	371	422	250	281
YMR257C	XIII	779629	782031	-	2403	398	427	395	362	315	293	239	246
YML068W	XIII	137550	138944	+	1395	313	375	255	302	201	230	227	221
YMR117C	XIII	501250	501891	-	642	255	264	230	226	131	174	174	173
YMR060C	XIII	391532	392515	-	984	220	201	179	187	167	187	138	139
YMR144W	XIII	553362	554390	+	1029	413	311	269	345	291	307	254	279
YMR068W	XIII	406304	407584	+	1281	331	353	286	310	260	281	211	269
YML097C	XIII	78335	79690	-	1356	719	663	587	567	448	500	376	321
YMR182C	XIII	624532	625167	-	636	311	334	294	253	276	303	245	274
YMR295C	XIII	858297	858890	-	594	1315	1512	1209	1208	1007	963	900	837
YMR181C	XIII	623616	624080	-	465	1639	1622	1460	1444	1390	1505	1269	1207
YML080W	XIII	108806	110077	+	1272	324	421	339	347	251	264	245	281
YMR194C-B	XIII;XIII	652594;652848	652775;652887	-;-	222	82	62	70	60	55	74	65	61
YMR140W	XIII	547714	549183	+	1470	739	728	617	639	518	557	463	472
YMR058W	XIII	388822	390732	+	1911	1040	1111	897	845	4258	4475	3906	3892
YMR076C	XIII	416196	420029	-	3834	1244	1225	974	966	804	823	691	697
YMR239C	XIII	748262	749677	-	1416	191	189	215	155	66	82	84	102
tG(GCC)M	XIII	183898	183968	-	71	0	0	0	0	0	0	0	0
YMR242C	XIII	753225	753742	-	518	1247	1388	1171	1279	1161	1181	1002	946
YMR306C-A	XIII	886183	886572	-	390	5	2	5	5	8	5	2	4
YMR193C-A	XIII	651072	651458	-	387	165	148	126	106	96	90	89	90
YMR114C	XIII	496343	497449	-	1107	1745	1850	1434	1584	1600	1786	1420	1427
YMR009W	XIII	284102	284641	+	540	864	882	792	725	726	781	607	575
YMR088C	XIII	443414	445102	-	1689	413	419	394	303	327	387	311	262
YMR253C	XIII	775946	777190	-	1245	298	285	227	248	274	298	227	247
YMR103C	XIII	472902	473264	-	363	168	185	174	192	211	242	152	185
YMR254C	XIII	777615	777923	-	309	49	64	48	52	65	39	39	46
YMR303C	XIII	873291	874337	-	1047	14455	15270	13072	12691	15049	16102	14019	13664
YMR316W	XIII	904825	905835	+	1011	106	102	99	103	76	81	70	47
YML017W	XIII;XIII	236588;236954	236591;238731	+;+	1782	823	903	787	722	683	586	552	591
YMR104C	XIII	473420	475453	-	2034	1678	1859	1524	1622	1357	1420	1144	1125
YMR309C	XIII	892988	895426	-	2439	1504	1545	1254	1341	823	926	853	777
YML133W-A	XIII	1610	2185	+	576	0	0	0	0	0	0	0	0
YMR155W	XIII	568551	570194	+	1644	442	371	337	340	323	353	267	269
YMR313C	XIII	899379	901307	-	1929	464	496	360	392	339	298	274	259
YMR028W	XIII	327482	328582	+	1101	544	578	426	460	400	434	359	409
snR72	XIII	298554	298651	+	98	11	5	3	7	1	1	3	0
YMR154C	XIII	565999	568182	-	2184	188	214	186	227	186	151	139	107
tY(GUA)M1	XIII;XIII	168795;168848	168833;168883	+;+	75	1	0	0	1	0	1	0	0
snR75	XIII	297918	298006	+	89	0	0	5	2	0	1	1	1
YML096W	XIII	79909	81486	+	1578	254	261	241	254	178	194	146	157
YML016C	XIII	239458	241536	-	2079	1007	1141	940	946	775	835	775	745
YML006C	XIII	256092	258416	-	2325	517	497	401	474	327	294	251	302
YMR178W	XIII	618479	619303	+	825	279	269	218	242	187	148	118	173
YML109W	XIII	51640	54468	+	2829	601	725	605	588	476	537	476	444
YML015C	XIII	241989	243029	-	1041	628	687	557	518	504	521	430	478
YMR197C	XIII	658545	659198	-	654	1024	1034	958	911	785	834	721	758
YML014W	XIII	243225	244064	+	840	264	299	246	224	220	242	146	191
YML106W	XIII	56773	57453	+	681	596	614	518	611	427	434	363	407
YML025C	XIII;XIII	224406;225339	225239;225365	-;-	861	681	777	630	632	556	609	480	466
tS(AGA)M	XIII	259158	259239	-	82	0	0	2	0	0	0	0	1
YMR172C-A	XIII	607828	608211	-	384	2	1	1	0	0	2	1	0
YMR193W	XIII	650036	650812	+	777	476	536	435	477	369	373	357	324
YML052W	XIII	170402	171310	+	909	858	820	757	650	827	855	748	753
YML079W	XIII	110247	110852	+	606	434	490	354	353	346	327	336	260
YML101C-A	XIII	69409	69726	-	318	0	0	0	0	0	0	0	0
YML047C	XIII	180017	181075	-	1059	0	4	2	2	2	0	0	1
YMR174C	XIII	610159	610365	-	207	3947	4259	3555	3597	4291	4566	3794	3802
YMR218C	XIII	703579	706887	-	3309	395	466	386	358	285	276	297	249
YMR315W	XIII	902800	903849	+	1050	1860	2022	1771	1747	2033	1933	1814	1723
YMR001C	XIII	269019	271136	-	2118	470	455	404	354	355	322	318	292
tV(AAC)M1	XIII	372445	372518	-	74	0	2	2	0	6	3	11	5
tE(UUC)M	XIII	290801	290872	+	72	0	0	0	0	0	0	0	0
YML121W	XIII	26930	27862	+	933	753	779	612	636	522	661	589	536
YMR085W	XIII	437491	438789	+	1299	300	340	283	292	318	319	293	233
YMR105W-A	XIII	478064	478258	+	195	19	12	15	14	7	13	15	16
YMR122C	XIII	510701	511075	-	375	17	29	17	19	16	42	25	32
snR78	XIII	297278	297364	+	87	1	1	3	1	5	4	0	2
YMR217W	XIII	701790	703367	+	1578	1262	1264	1036	1079	763	707	617	657
tA(AGC)M2	XIII	768369	768441	-	73	0	0	1	0	0	0	0	1
YMR298W	XIII	863819	864271	+	453	551	567	444	487	460	425	445	418
YMR057C	XIII	388359	388730	-	372	3	13	8	13	9	3	3	2
YML042W	XIII	192788	194800	+	2013	4574	4650	3811	3896	3924	4166	3613	3576
YMR320W	XIII	916746	917051	+	306	52	59	54	33	45	32	29	29
YMR287C	XIII	842436	845345	-	2910	444	358	356	305	288	306	262	302
YMR289W	XIII	848685	849809	+	1125	645	623	616	594	503	510	443	470
YML048W	XIII	178426	179637	+	1212	3734	3945	3392	3387	2846	3082	2720	2614
YMR250W	XIII	770801	772558	+	1758	950	1029	866	884	1088	1115	1024	1088
YMR230W-A	XIII	733268	733456	+	189	0	0	4	0	0	0	0	0
YMR124W	XIII	514456	517287	+	2832	870	919	801	814	654	803	576	563
YMR311C	XIII	896914	897603	-	690	3692	3841	3389	3295	3058	3068	2815	2761
snR77	XIII	297506	297593	+	88	10	2	2	3	2	9	9	4
YMR322C	XIII	918366	919079	-	714	334	378	309	258	442	445	421	420
YML119W	XIII	30611	31684	+	1074	452	457	411	389	332	387	296	296
YML043C	XIII	190244	191767	-	1524	162	160	133	123	74	91	85	72
YML046W	XIII	181474	183363	+	1890	323	234	265	224	182	189	117	141
YML004C	XIII	261705	262685	-	981	1647	1850	1526	1558	1408	1613	1221	1343
YMR071C	XIII	410762	411265	-	504	302	284	243	285	225	221	219	207
YMR229C	XIII	725934	731123	-	5190	1503	1650	1325	1307	825	955	741	738
YMR063W	XIII	397077	397796	+	720	65	72	48	78	56	55	45	38
YMR301C	XIII	867555	869627	-	2073	766	696	641	662	552	580	418	494
YMR276W	XIII	818827	819948	+	1122	2525	2774	2260	2307	2079	2232	1875	1826
YMR002W	XIII	272193	272663	+	471	2086	2348	1940	1892	1775	2013	1649	1687
YML081C-A	XIII	103983	104162	-	180	936	954	819	850	717	822	633	649
YML019W	XIII	233457	234455	+	999	237	293	283	243	182	212	180	170
YMR176W	XIII	611740	615975	+	4236	668	658	502	551	368	441	397	386
YMR158W-B	XIII	574471	574791	+	321	1	1	1	0	0	1	0	0
YML108W	XIII	54793	55110	+	318	264	225	216	220	98	89	112	106
YMR198W	XIII	659745	661529	+	1785	273	283	259	251	211	213	156	170
YML094W	XIII;XIII	82275;82374	82290;82849	+;+	492	154	151	109	159	83	106	102	101
YMR006C	XIII	277561	279681	-	2121	803	954	813	729	1102	1089	948	982
YML003W	XIII	263483	264355	+	873	137	164	104	108	73	81	76	65
YML057C-A	XIII	160023	160412	-	390	12	16	10	12	13	5	8	7
YML009C-A	XIII	250675	251001	-	327	3	1	2	1	2	0	1	1
tQ(CUG)M	XIII	808246	808317	-	72	0	0	0	0	1	0	2	0
YML093W	XIII	83090	85789	+	2700	937	969	803	864	568	589	542	544
YMR116C	XIII;XIII	499456;500152	499878;500688	-;-	960	1535	1534	1318	1250	1028	1136	908	910
YMR196W	XIII	655076	658342	+	3267	3248	3292	2886	2849	2586	2761	2437	2298
YML053C	XIII	169116	169754	-	639	687	731	622	560	500	579	468	466
YMR151W	XIII	562506	562943	+	438	31	38	21	21	13	17	10	14
YML009C	XIII	251304	251516	-	213	326	361	289	301	230	222	238	226
YMR070W	XIII	409154	410626	+	1473	1110	1114	956	942	658	786	562	587
YMR219W	XIII	707133	712109	+	4977	1134	1166	1063	986	892	875	792	740
YML037C	XIII	204386	205408	-	1023	75	87	77	67	74	66	66	52
YMR280C	XIII	827028	831329	-	4302	934	971	838	899	691	841	698	652
YMR170C	XIII	601562	603082	-	1521	489	448	430	412	425	497	328	348
YMR123W	XIII	513593	513961	+	369	246	230	207	182	211	205	204	187
YML012C-A	XIII	245537	245914	-	378	7	0	2	2	5	4	1	3
YMR019W	XIII	312156	315005	+	2850	572	582	463	508	381	413	355	308
YMR206W	XIII	675896	676837	+	942	1548	1741	1339	1446	1762	1893	1641	1596
YMR165C	XIII	590040	592628	-	2589	858	795	704	740	750	796	645	648
YMR010W	XIII	285100	286317	+	1218	351	379	346	294	191	229	209	197
YMR184W	XIII	628189	628785	+	597	275	309	272	262	213	219	154	156
YML126C	XIII	19060	20535	-	1476	2261	2226	1909	1846	1436	1423	1221	1230
YMR244W	XIII	757250	758317	+	1068	138	149	125	136	99	72	92	79
YMR279C	XIII	824729	826351	-	1623	226	205	177	184	201	202	168	155
YMR316C-B	XIII	907321	907629	-	309	4	1	3	0	2	4	0	0
YMR107W	XIII	483014	483361	+	348	14152	15134	12845	12349	13716	14283	12039	11963
YML054C-A	XIII	167623	167781	-	159	20	18	15	19	38	32	22	23
YMR043W	XIII	353871	354731	+	861	1416	1544	1201	1253	1192	1338	1015	1087
tA(AGC)M1	XIII	321147	321219	-	73	0	0	0	0	0	0	0	0
